epoch,loss,val_loss
0,0.16888511180877686,0.6852781772613525
1,0.0574958473443985,0.4434467852115631
2,0.03244765102863312,0.3453884422779083
3,0.021823186427354813,0.30869781970977783
4,0.01746799610555172,0.2980550229549408
5,0.015096120536327362,0.28347140550613403
6,0.013224401511251926,0.27678900957107544
7,0.012820261530578136,0.2771534025669098
8,0.012386487796902657,0.27798518538475037
9,0.012511995621025562,0.2770325243473053
10,0.012132242321968079,0.27924299240112305
11,0.012111448682844639,0.28028231859207153
12,0.011857084929943085,0.2795758545398712
13,0.011552270501852036,0.2767484784126282
14,0.01161741092801094,0.278232604265213
15,0.011468445882201195,0.27899283170700073
16,0.011281058192253113,0.2775043547153473
17,0.011307897977530956,0.2771824598312378
18,0.011246854439377785,0.27425864338874817
19,0.011043085716664791,0.27771660685539246
0,0.17069388926029205,0.7146415114402771
1,0.06171335652470589,0.4697618782520294
2,0.034607212990522385,0.35113203525543213
3,0.02030552178621292,0.2975293695926666
4,0.014499320648610592,0.28295180201530457
5,0.013485882431268692,0.2759241759777069
6,0.012762030586600304,0.2818184792995453
7,0.012533759698271751,0.2790917456150055
8,0.012367160990834236,0.2756633460521698
9,0.01204791571944952,0.27707067131996155
10,0.012064795009791851,0.2790372371673584
11,0.011743091978132725,0.27775949239730835
12,0.011540564708411694,0.2795587182044983
13,0.01165766827762127,0.27858227491378784
14,0.011563423089683056,0.27508997917175293
15,0.011441757902503014,0.2722153961658478
16,0.011202794499695301,0.272970974445343
17,0.011026359163224697,0.2762502133846283
18,0.010961845517158508,0.2761107385158539
19,0.010981558822095394,0.27907711267471313
0,0.18773093819618225,0.7438175678253174
0,0.17775411903858185,0.7043002247810364
0,0.179857537150383,0.7230762839317322
0,0.19244350492954254,0.7412654161453247
0,0.18170040845870972,0.7404502630233765
0,0.17439840734004974,0.7027489542961121
0,0.23944303393363953,0.8546246290206909
0,0.16498619318008423,0.5892372727394104
0,0.006344350520521402,0.0033188844099640846
0,0.0030443600844591856,0.0001884988887468353
0,0.005986970849335194,0.0021354290656745434
0,0.00513102812692523,0.0044434587471187115
0,0.0052668871358036995,0.007353190798312426
0,0.005077021196484566,0.005185853689908981
0,0.005389014258980751,0.004038393963128328
0,0.18547147512435913,0.7287739515304565
0,0.18138685822486877,0.7138152718544006
1,0.062451720237731934,0.4601770341396332
2,0.034939151257276535,0.3550596833229065
3,0.02233901061117649,0.3044566214084625
4,0.017223846167325974,0.28639888763427734
5,0.01475071907043457,0.28124141693115234
6,0.013371150009334087,0.28198128938674927
7,0.013009309768676758,0.27870723605155945
8,0.01264361385256052,0.28212711215019226
9,0.012401247397065163,0.27854517102241516
0,0.006304740905761719,0.006944910157471895
1,0.000881235464476049,0.005807117093354464
2,0.0006455974653363228,0.005819232668727636
3,0.00047553118201904,0.009349181316792965
4,0.0003822222352027893,0.004673202522099018
5,0.00031563203083351254,0.005250333342701197
6,0.00029350712429732084,0.0017294788267463446
7,0.00027820366085506976,0.004405082203447819
8,0.00022088145487941802,0.0036470256745815277
9,0.00020343503274489194,0.0025626446586102247
0,0.005661665927618742,0.006144543178379536
1,0.0009223836823366582,0.005609399173408747
2,0.0006095751305110753,0.0033653913997113705
3,0.00044659170089289546,0.0013015245785936713
4,0.0003982435737270862,0.0021219805348664522
5,0.00031017212313599885,0.001753140240907669
6,0.00027123381732963026,0.000995640642940998
7,0.00023549696197733283,0.0010896307649090886
8,0.0002171969972550869,0.0014180248836055398
9,0.00018146050570067018,0.0017425554106011987
0,0.0061351642943918705,0.0029972319025546312
1,0.0009554134448990226,0.0004746618214994669
2,0.000567078881431371,0.0005494099459610879
3,0.0004463883815333247,0.0007154017803259194
4,0.000378476019250229,0.0006025431212037802
5,0.00032674730755388737,0.0017213646788150072
6,0.0002876104263123125,0.0002558824489824474
7,0.0002650255337357521,0.0003463896573521197
8,0.00020936570945195854,0.0007455685990862548
9,0.00018943886971101165,0.0015121957985684276
10,0.00016764484462328255,0.0006279780063778162
11,0.0001653259532758966,0.0002016745274886489
12,0.00014691501564811915,0.00022294503287412226
13,0.00014300606562756002,0.0002017789811361581
14,0.0001340300077572465,0.00024370469327550381
15,0.00011932661436730996,0.00017793716688174754
16,0.00011280062608420849,8.661449828650802e-05
17,0.00011218147119507194,0.00017026242858264595
18,0.00010995414049830288,0.00010905911040026695
19,0.00010755054245237261,8.136339602060616e-05
20,0.00010252635547658429,0.0003486820205580443
21,9.054369002114981e-05,0.00024288978602271527
22,0.00010689217742765322,0.0005601391312666237
23,9.624302765587345e-05,0.0003302362747490406
24,9.331302862847224e-05,0.0003002203011419624
25,8.851284655975178e-05,0.00010622494301060215
26,8.843126124702394e-05,8.8132219389081e-05
27,0.00010091421427205205,0.0004429671971593052
28,8.401762170251459e-05,5.8303721743868664e-05
29,8.317048195749521e-05,0.0007900770870037377
0,0.005842783488333225,0.00241954461671412
1,0.0008447615546174347,0.00134403130505234
2,0.0005743104848079383,0.004616539925336838
3,0.0004177888040430844,0.0025111723225563765
4,0.00036717538023367524,0.0016754880780354142
5,0.0002967638138215989,0.0006340342224575579
6,0.0002560792781878263,0.0015032199444249272
7,0.00023551432241220027,0.0010654956568032503
8,0.0002247235388495028,0.0019130849977955222
9,0.00018252278096042573,0.0028724614530801773
10,0.0001781743485480547,0.001812685513868928
11,0.00015951608656905591,0.00018011475913226604
12,0.00016198329103644937,0.0009017077391035855
13,0.00015019674901850522,0.0001385835639666766
14,0.00013261183630675077,0.00024226994719356298
15,0.0001189371760119684,0.0012214776361361146
16,0.00011658343282761052,0.0008450801251456141
17,0.0001062910960172303,0.00044841691851615906
18,0.00011520502448547632,0.001109306002035737
19,0.00011302007624180987,0.0004994910559616983
20,0.00010483578080311418,0.0010811772663146257
21,0.00010425336222397164,0.0005416990607045591
22,8.776181493885815e-05,0.00020078547822777182
23,9.347368904855102e-05,7.930113497423008e-05
24,0.00010487558756722137,5.7951983762905e-05
25,8.839777729008347e-05,0.0003504291526041925
26,8.284566138172522e-05,6.488736107712612e-05
27,8.974424417829141e-05,4.9731785111362115e-05
28,8.434220217168331e-05,0.00015903860912658274
29,7.989140431163833e-05,0.00031057267915457487
30,8.439952216576785e-05,0.00040132622234523296
31,9.035121911438182e-05,0.00016912365390453488
32,8.156590047292411e-05,6.770802428945899e-05
33,7.881106284912676e-05,0.00016262073768302798
34,9.98538380372338e-05,0.0002457253576721996
35,9.728867007652298e-05,0.0002296447491971776
36,7.08300867700018e-05,0.0004717018164228648
37,8.090378105407581e-05,8.130584319587797e-05
38,7.317611743928865e-05,0.00011174113751621917
39,6.388551264535636e-05,0.0005123136797919869
40,7.694189116591588e-05,0.0003395409439690411
41,7.110770093277097e-05,8.158593118423596e-05
42,6.945662607904524e-05,0.0004319145227782428
43,6.672098970739171e-05,4.157368675805628e-05
44,7.238755642902106e-05,0.00019916868768632412
45,8.612796227680519e-05,0.0008617975399829447
46,6.852443038951606e-05,0.00021887428010813892
47,8.186528430087492e-05,0.00021592887060251087
48,6.534326530527323e-05,0.00017066113650798798
49,7.329173968173563e-05,0.00029403044027276337
50,5.717520980397239e-05,0.0002596471749711782
51,6.700540689053014e-05,9.151526319328696e-05
52,6.435416435124353e-05,0.0009747477015480399
53,7.303280290216208e-05,3.8253907405305654e-05
54,6.406070315279067e-05,4.6386849135160446e-05
55,6.495242269011214e-05,0.00011495198123157024
56,7.278913108166307e-05,0.00019728628103621304
57,7.376420398941264e-05,8.900049579096958e-05
58,6.629642302868888e-05,0.0005281955236569047
59,6.97457799105905e-05,0.00025087277754209936
60,6.493920955108479e-05,0.00016996945487335324
61,6.552741979248822e-05,0.00034205286647193134
62,6.0578287957469e-05,3.75042982341256e-05
63,5.937784953857772e-05,0.00013907456013839692
64,6.056814527255483e-05,3.8465685065602884e-05
65,6.478840077761561e-05,4.0542028727941215e-05
66,6.400458369171247e-05,0.00021595747966784984
67,6.664035754511133e-05,2.7611857149167918e-05
68,6.496917194454e-05,0.0003384598530828953
69,6.460472650360316e-05,8.824989345157519e-05
70,6.944107735762373e-05,0.0006756263319402933
71,6.791207852074876e-05,0.00033514644019305706
72,6.523455522255972e-05,7.424772047670558e-05
73,7.071309664752334e-05,2.3068590962793678e-05
74,7.42946722311899e-05,4.106513370061293e-05
75,6.915465201018378e-05,0.0002370974252698943
76,7.122635724954307e-05,0.0006678438512608409
77,7.24792989785783e-05,0.0002903502027038485
78,6.670391303487122e-05,0.0005214633420109749
79,6.453439709730446e-05,2.2430358512792736e-05
80,7.191719487309456e-05,0.00012118981248931959
81,6.081904211896472e-05,0.00010037089668912813
82,5.822209277539514e-05,5.451949982671067e-05
83,5.967782999505289e-05,0.00038344005588442087
84,6.90548840793781e-05,0.00046136314631439745
85,6.847640906926244e-05,0.0013974823523312807
86,6.813900108681992e-05,8.407753921346739e-05
87,6.317028601188213e-05,0.00022197705402504653
88,6.456858682213351e-05,5.9144964325241745e-05
89,6.095639037084766e-05,0.00034772258368320763
90,5.4261483455775306e-05,0.0002470365143381059
91,6.02052932663355e-05,2.9236342015792616e-05
92,5.479272294905968e-05,2.0220028090989217e-05
93,6.492614920716733e-05,3.110655234195292e-05
94,6.0670638049487025e-05,3.190614370396361e-05
95,5.671643521054648e-05,2.0206185581628233e-05
96,5.7786612160271034e-05,4.3832609662786126e-05
97,6.093917181715369e-05,3.632649895735085e-05
98,7.269204070325941e-05,4.381506369099952e-05
99,6.090478927944787e-05,0.00016712486103642732
0,0.005556480959057808,0.003390380647033453
1,0.0009303211118094623,0.00103462184779346
2,0.0006420118734240532,0.0004676601674873382
3,0.0004742169112432748,0.00042081132414750755
4,0.00039303977973759174,0.0002988571359310299
5,0.00032520171953365207,0.001207407796755433
6,0.00029928836738690734,0.00035079283406957984
7,0.0002504725707694888,0.002028465736657381
8,0.0002191627281717956,0.0012552355183288455
9,0.0001801977923605591,0.0005136326653882861
10,0.0001611079933354631,0.00029311657999642193
11,0.00015214565792120993,0.000765763281378895
