epoch,loss,val_loss
12,0.00015263287059497088,0.00026916986098513007
13,0.00014582602307200432,0.00041052853339351714
14,0.00012286512355785817,0.0001808312226785347
15,0.00013538791972678155,0.0015805568546056747
16,0.00012202599464217201,0.0008409186848439276
17,0.00011929736501770094,0.000349975423887372
18,0.0001037648253259249,0.0008533103973604739
19,0.00011555090895853937,7.32357002561912e-05
20,9.986129589378834e-05,0.00024442278663627803
21,0.00011844859545817599,0.0004931314033456147
22,0.00011091614578617737,0.00012463476741686463
23,9.866218169918284e-05,0.0004138680815231055
24,0.00010308845958206803,0.0010846578516066074
25,9.942160977516323e-05,0.0002643904590513557
26,9.211752330884337e-05,0.0005993123631924391
27,8.748939580982551e-05,0.0011861316161230206
28,8.880421228241175e-05,0.0006648523267358541
29,8.60488653415814e-05,6.292669422691688e-05
0,0.006987766362726688,0.0027162886690348387
1,0.0009042437886819243,0.0008945390000008047
2,0.0006377662066370249,0.0018351004691794515
3,0.0004468491533771157,0.0008121760911308229
4,0.00040555838495492935,0.0002988225605804473
5,0.00036588640068657696,0.0007596422219648957
6,0.00027952410164289176,0.0012565157376229763
7,0.00024400546681135893,0.0018612301209941506
8,0.00021237305190879852,0.0006041034357622266
9,0.00020102992129977793,0.000513243256136775
10,0.00016716477693989873,0.0005183655885048211
11,0.00019658439850900322,0.0002993555390276015
12,0.00016586619312874973,0.0002462502452544868
13,0.0001527909334981814,0.0002481647243257612
14,0.0001342717296211049,0.0012192957801744342
15,0.00012795321526937187,0.0013250125339254737
16,0.00011206139606656507,0.00046781980199739337
17,0.00012749060988426208,0.0007393534760922194
18,0.0001093567771022208,0.0004530275473371148
19,0.00012199303455417976,0.0020845732651650906
20,0.0001253679656656459,0.0016750880749896169
21,0.00010059486521640792,0.00011124018055852503
22,0.0001011764325085096,0.0003287649597041309
23,9.581769700162113e-05,8.302034257212654e-05
24,0.00010160040983464569,0.000513750477693975
